Character,Transcription,Fanqie,Sixtuple,Reference
𨢌,lek,郎擊,梗開四入青來,3673
㔏,lek,郎擊,梗開四入青來,3673
𪅼,lek,郎擊,梗開四入青來,3673
𥽗,lek,郎擊,梗開四入青來,3673
蝷,lek,郎擊,梗開四入青來,3673
壢,lek,郎擊,梗開四入青來,3673
嚦,lek,郎擊,梗開四入青來,3673
的,tek,都歷,梗開四入青端,3674
甋,tek,都歷,梗開四入青端,3674
靮,tek,都歷,梗開四入青端,3674
鏑,tek,都歷,梗開四入青端,3674
馰,tek,都歷,梗開四入青端,3674
滴,tek,都歷,梗開四入青端,3674
玓,tek,都歷,梗開四入青端,3674
樀,tek,都歷,梗開四入青端,3674
樀,dek,徒歷,梗開四入青定,3677
𦉹,tek,都歷,梗開四入青端,3674
𥕐,tek,都歷,梗開四入青端,3674
𥐝,tek,都歷,梗開四入青端,3674
𣂉,tek,都歷,梗開四入青端,3674
啇,tek,都歷,梗開四入青端,3674
魡,tek,都歷,梗開四入青端,3674
檄,hek,胡狄,梗開四入青匣,3675
覡,hek,胡狄,梗開四入青匣,3675
薂,hek,胡狄,梗開四入青匣,3675
椺,hek,胡狄,梗開四入青匣,3675
鷁,ngek,五歷,梗開四入青疑,3676
鶂,ngek,五歷,梗開四入青疑,3676
艗,ngek,五歷,梗開四入青疑,3676
𠩫,ngek,五歷,梗開四入青疑,3676
荻,dek,徒歷,梗開四入青定,3677
狄,dek,徒歷,梗開四入青定,3677
敵,dek,徒歷,梗開四入青定,3677
籊,dek,徒歷,梗開四入青定,3677
籊,thek,他歷,梗開四入青透,3678
迪,dek,徒歷,梗開四入青定,3677
覿,dek,徒歷,梗開四入青定,3677
𧠫,dek,徒歷,梗開四入青定,3677
笛,dek,徒歷,梗開四入青定,3677
糴,dek,徒歷,梗開四入青定,3677
籴,dek,徒歷,梗開四入青定,3677
滌,dek,徒歷,梗開四入青定,3677
蔋,dek,徒歷,梗開四入青定,3677
𩷎,dek,徒歷,梗開四入青定,3677
梑,dek,徒歷,梗開四入青定,3677
䊮,dek,徒歷,梗開四入青定,3677
䢮,dek,徒歷,梗開四入青定,3677
㹍,dek,徒歷,梗開四入青定,3677
㣙,dek,徒歷,梗開四入青定,3677
踢,thek,他歷,梗開四入青透,3678
逖,thek,他歷,梗開四入青透,3678
逷,thek,他歷,梗開四入青透,3678
倜,thek,他歷,梗開四入青透,3678
趯,thek,他歷,梗開四入青透,3678
䢰,thek,他歷,梗開四入青透,3678
剔,thek,他歷,梗開四入青透,3678
𠜓,thek,他歷,梗開四入青透,3678
惕,thek,他歷,梗開四入青透,3678
䚐,thek,他歷,梗開四入青透,3678
䚐,dzek,前歷,梗開四入青從,3682
𤈥,thek,他歷,梗開四入青透,3678
蓨,thek,他歷,梗開四入青透,3678
悐,thek,他歷,梗開四入青透,3678
𢞒,thek,他歷,梗開四入青透,3678
𢞒,khek,苦擊,梗開四入青溪,3680
𥊕,thek,他歷,梗開四入青透,3678
績,tsek,則歷,梗開四入青精,3679
勣,tsek,則歷,梗開四入青精,3679
𪄸,tsek,則歷,梗開四入青精,3679
𢶡,khek,苦擊,梗開四入青溪,3680
𣪠,khek,苦擊,梗開四入青溪,3680
喫,khek,苦擊,梗開四入青溪,3680
𠿊,khek,苦擊,梗開四入青溪,3680
𥍰,khek,苦擊,梗開四入青溪,3680
惄,nek,奴歷,梗開四入青泥,3681
𧗂,nek,奴歷,梗開四入青泥,3681
愵,nek,奴歷,梗開四入青泥,3681
寂,dzek,前歷,梗開四入青從,3682
𡧘,dzek,前歷,梗開四入青從,3682
𡧯,dzek,前歷,梗開四入青從,3682
覓,mek,莫狄,梗開四入青明,3683
幎,mek,莫狄,梗開四入青明,3683
幦,mek,莫狄,梗開四入青明,3683
𧜀,mek,莫狄,梗開四入青明,3683
䮭,mek,莫狄,梗開四入青明,3683
糸,mek,莫狄,梗開四入青明,3683
鼏,mek,莫狄,梗開四入青明,3683
羃,mek,莫狄,梗開四入青明,3683
漞,mek,莫狄,梗開四入青明,3683
冂,mek,莫狄,梗開四入青明,3683
冪,mek,莫狄,梗開四入青明,3683
冖,mek,莫狄,梗開四入青明,3683
䖑,mek,莫狄,梗開四入青明,3683
𧱻,mek,莫狄,梗開四入青明,3683
䌐,mek,莫狄,梗開四入青明,3683
𪒄,mek,莫狄,梗開四入青明,3683
䈿,mek,莫狄,梗開四入青明,3683
濗,mek,莫狄,梗開四入青明,3683
𧐎,mek,莫狄,梗開四入青明,3683
塓,mek,莫狄,梗開四入青明,3683
甓,bek,扶歷,梗開四入青並,3684
鷿,bek,扶歷,梗開四入青並,3684
鸊,bek,扶歷,梗開四入青並,3684
壁,pek,北激,梗開四入青幫,3685
鼊,pek,北激,梗開四入青幫,3685
𧲜,pek,北激,梗開四入青幫,3685
闃,khwek,苦鶪,梗合四入青溪,3686
䠐,khwek,苦鶪,梗合四入青溪,3686
郹,kwek,古闃,梗合四入青見,3687
狊,kwek,古闃,梗合四入青見,3687
狊,xwek,呼狊,梗合四入青曉,3690
鶪,kwek,古闃,梗合四入青見,3687
湨,kwek,古闃,梗合四入青見,3687
鼳,kwek,古闃,梗合四入青見,3687
犑,kwek,古闃,梗合四入青見,3687
𠋬,kwek,古闃,梗合四入青見,3687
戚,tshek,倉歷,梗開四入青清,3688
慼,tshek,倉歷,梗開四入青清,3688
𧒕,tshek,倉歷,梗開四入青清,3688
鏚,tshek,倉歷,梗開四入青清,3688
𪒑,tshek,倉歷,梗開四入青清,3688
𧠪,tshek,倉歷,梗開四入青清,3688
慽,tshek,倉歷,梗開四入青清,3688
𧐶,tshek,倉歷,梗開四入青清,3688
𦸗,tshek,倉歷,梗開四入青清,3688
磩,tshek,倉歷,梗開四入青清,3688
赥,xek,許激,梗開四入青曉,3689
䦧,xek,許激,梗開四入青曉,3689
鬩,xek,許激,梗開四入青曉,3689
𥍠,xek,許激,梗開四入青曉,3689
𤄎,xek,許激,梗開四入青曉,3689
𧨃,xek,許激,梗開四入青曉,3689
䈪,xek,許激,梗開四入青曉,3689
㤸,xek,許激,梗開四入青曉,3689
𣣉,xek,許激,梗開四入青曉,3689
㦦,xek,許激,梗開四入青曉,3689
𥍟,xwek,呼狊,梗合四入青曉,3690
殈,xwek,呼狊,梗合四入青曉,3690
𣤩,trhek,丑歷,梗開四入青徹,3691
𥛚,trhek,丑歷,梗開四入青徹,3691
職,tsyik,之翼,曾開三入蒸章,3692
軄,tsyik,之翼,曾開三入蒸章,3692
戠,tsyik,之翼,曾開三入蒸章,3692
𥋏,tsyik,之翼,曾開三入蒸章,3692
蟙,tsyik,之翼,曾開三入蒸章,3692
𧄕,tsyik,之翼,曾開三入蒸章,3692
䐈,tsyik,之翼,曾開三入蒸章,3692
䐈,drik,除力,曾開三入蒸澄,3693
樴,tsyik,之翼,曾開三入蒸章,3692
樴,dok,徒得,曾開一入登定,3727
直,drik,除力,曾開三入蒸澄,3693
犆,drik,除力,曾開三入蒸澄,3693
𡸜,drik,除力,曾開三入蒸澄,3693
力,lik,林直,曾開三入蒸來,3694
朸,lik,林直,曾開三入蒸來,3694
朸,lok,盧則,曾開一入登來,3725
屴,lik,林直,曾開三入蒸來,3694
仂,lik,林直,曾開三入蒸來,3694
仂,lok,盧則,曾開一入登來,3725
鳨,lik,林直,曾開三入蒸來,3694
𩾜,lik,林直,曾開三入蒸來,3694
𠢠,lik,林直,曾開三入蒸來,3694
𣲒,lik,林直,曾開三入蒸來,3694
𡯄,lik,林直,曾開三入蒸來,3694
𧲡,lik,林直,曾開三入蒸來,3694
泐,lik,林直,曾開三入蒸來,3694
泐,lok,盧則,曾開一入登來,3725
敕,trhik,恥力,曾開三入蒸徹,3695
勅,trhik,恥力,曾開三入蒸徹,3695
飭,trhik,恥力,曾開三入蒸徹,3695
淔,trhik,恥力,曾開三入蒸徹,3695
趩,trhik,恥力,曾開三入蒸徹,3695
栻,trhik,恥力,曾開三入蒸徹,3695
侙,trhik,恥力,曾開三入蒸徹,3695
𪀦,trhik,恥力,曾開三入蒸徹,3695
鷘,trhik,恥力,曾開三入蒸徹,3695
恜,trhik,恥力,曾開三入蒸徹,3695
慗,trhik,恥力,曾開三入蒸徹,3695
遫,trhik,恥力,曾開三入蒸徹,3695
㽚,trhik,恥力,曾開三入蒸徹,3695
陟,trik,竹力,曾開三入蒸知,3696
稙,trik,竹力,曾開三入蒸知,3696
蝕,zyik,乗力,曾開三入蒸船,3697
息,sik,相即,曾開三入蒸心,3698
媳,sik,相即,曾開三入蒸心,3698
㮩,sik,相即,曾開三入蒸心,3698
鄎,sik,相即,曾開三入蒸心,3698
瘜,sik,相即,曾開三入蒸心,3698
蒠,sik,相即,曾開三入蒸心,3698
熄,sik,相即,曾開三入蒸心,3698
𦞜,sik,相即,曾開三入蒸心,3698
䭒,sik,相即,曾開三入蒸心,3698
㴧,sik,相即,曾開三入蒸心,3698
𥰝,sik,相即,曾開三入蒸心,3698
𪄛,sik,相即,曾開三入蒸心,3698
寔,dzyik,常職,曾開三入蒸常,3699
湜,dzyik,常職,曾開三入蒸常,3699
殖,dzyik,常職,曾開三入蒸常,3699
𡑌,dzyik,常職,曾開三入蒸常,3699
遈,dzyik,常職,曾開三入蒸常,3699
式,syik,賞職,曾開三入蒸書,3700
拭,syik,賞職,曾開三入蒸書,3700
𢂑,syik,賞職,曾開三入蒸書,3700
軾,syik,賞職,曾開三入蒸書,3700
飾,syik,賞職,曾開三入蒸書,3700
𥿮,syik,賞職,曾開三入蒸書,3700
鉽,syik,賞職,曾開三入蒸書,3700
烒,syik,賞職,曾開三入蒸書,3700
𧄹,syik,賞職,曾開三入蒸書,3700
赩,xik,許極,曾開三入蒸曉,3701
䀌,xik,許極,曾開三入蒸曉,3701
䵱,xik,許極,曾開三入蒸曉,3701
𥈜,xik,許極,曾開三入蒸曉,3701
𢤋,xik,許極,曾開三入蒸曉,3701
崱,dzrik,士力,曾開三入蒸崇,3702
𡸦,dzrik,士力,曾開三入蒸崇,3702
溭,dzrik,士力,曾開三入蒸崇,3702
萴,dzrik,士力,曾開三入蒸崇,3702
萴,tsrik,阻力,曾開三入蒸莊,3716
極,gik,渠力,曾開三入蒸群,3703
匿,nrik,女力,曾開三入蒸娘,3704
匿,thok,他德,曾開一入登透,4013
𧈟,nrik,女力,曾開三入蒸娘,3704
𧏾,nrik,女力,曾開三入蒸娘,3704
𩺱,nrik,女力,曾開三入蒸娘,3704
測,tsrhik,初力,曾開三入蒸初,3705
惻,tsrhik,初力,曾開三入蒸初,3705
畟,tsrhik,初力,曾開三入蒸初,3705
畟,tsik,子力,曾開三入蒸精,3711
𦔎,tsrhik,初力,曾開三入蒸初,3705
𡍫,tsrhik,初力,曾開三入蒸初,3705
䔴,tsrhik,初力,曾開三入蒸初,3705
憶,'ik,於力,曾開三入蒸影,3706
億,'ik,於力,曾開三入蒸影,3706
臆,'ik,於力,曾開三入蒸影,3706
肊,'ik,於力,曾開三入蒸影,3706
薏,'ik,於力,曾開三入蒸影,3706
抑,'ik,於力,曾開三入蒸影,3706
癔,'ik,於力,曾開三入蒸影,3706
色,srik,所力,曾開三入蒸生,3707
㱇,srik,所力,曾開三入蒸生,3707
嗇,srik,所力,曾開三入蒸生,3707
𩍙,srik,所力,曾開三入蒸生,3707
穡,srik,所力,曾開三入蒸生,3707
轖,srik,所力,曾開三入蒸生,3707
繬,srik,所力,曾開三入蒸生,3707
濇,srik,所力,曾開三入蒸生,3707
濇,srip,色立,深開三入侵生,3760
䉢,srik,所力,曾開三入蒸生,3707
𧒗,srik,所力,曾開三入蒸生,3707
懎,srik,所力,曾開三入蒸生,3707
𩕡,srik,所力,曾開三入蒸生,3707
𠢳,srik,所力,曾開三入蒸生,3707
䩯,khik,丘力,曾開三入蒸溪,3708
殛,kik,紀力,曾開三入蒸見,3709
㥛,kik,紀力,曾開三入蒸見,3709
襋,kik,紀力,曾開三入蒸見,3709
棘,kik,紀力,曾開三入蒸見,3709
㻷,kik,紀力,曾開三入蒸見,3709
蕀,kik,紀力,曾開三入蒸見,3709
𧩦,kik,紀力,曾開三入蒸見,3709
弋,yik,與職,曾開三入蒸以,3710
翊,yik,與職,曾開三入蒸以,3710
翌,yik,與職,曾開三入蒸以,3710
黓,yik,與職,曾開三入蒸以,3710
翼,yik,與職,曾開三入蒸以,3710
𩙺,yik,與職,曾開三入蒸以,3710
𦏵,yik,與職,曾開三入蒸以,3710
䴬,yik,與職,曾開三入蒸以,3710
隿,yik,與職,曾開三入蒸以,3710
𧃟,yik,與職,曾開三入蒸以,3710
㚤,yik,與職,曾開三入蒸以,3710
杙,yik,與職,曾開三入蒸以,3710
芅,yik,與職,曾開三入蒸以,3710
㔴,yik,與職,曾開三入蒸以,3710
𧾰,yik,與職,曾開三入蒸以,3710
𨙒,yik,與職,曾開三入蒸以,3710
𥡪,yik,與職,曾開三入蒸以,3710
蛡,yik,與職,曾開三入蒸以,3710
𢦭,yik,與職,曾開三入蒸以,3710
𢖺,yik,與職,曾開三入蒸以,3710
瀷,yik,與職,曾開三入蒸以,3710
瀷,tsyhik,昌力,曾開三入蒸昌,3722
𢎀,yik,與職,曾開三入蒸以,3710
𠥦,yik,與職,曾開三入蒸以,3710
熼,yik,與職,曾開三入蒸以,3710
釴,yik,與職,曾開三入蒸以,3710
𤼌,yik,與職,曾開三入蒸以,3710
𧑌,yik,與職,曾開三入蒸以,3710
𦔜,yik,與職,曾開三入蒸以,3710
䄩,yik,與職,曾開三入蒸以,3710
𢓀,yik,與職,曾開三入蒸以,3710
䘝,yik,與職,曾開三入蒸以,3710
䣧,yik,與職,曾開三入蒸以,3710
即,tsik,子力,曾開三入蒸精,3711
卽,tsik,子力,曾開三入蒸精,3711
稷,tsik,子力,曾開三入蒸精,3711
㮨,tsik,子力,曾開三入蒸精,3711
㹄,tsik,子力,曾開三入蒸精,3711
𨂢,tsik,子力,曾開三入蒸精,3711
𤠎,tsik,子力,曾開三入蒸精,3711
䐚,tsik,子力,曾開三入蒸精,3711
逼,pik,彼側,曾開三入蒸幫,3712
皕,pik,彼側,曾開三入蒸幫,3712
䮠,pik,彼側,曾開三入蒸幫,3712
湢,pik,彼側,曾開三入蒸幫,3712
㘠,pik,彼側,曾開三入蒸幫,3712
域,hwik,雨逼,曾合三入蒸云,3713
蜮,hwik,雨逼,曾合三入蒸云,3713
蜮,hwok,胡國,曾合一入登匣,3734
罭,hwik,雨逼,曾合三入蒸云,3713
棫,hwik,雨逼,曾合三入蒸云,3713
㚜,hwik,雨逼,曾合三入蒸云,3713
𪂉,hwik,雨逼,曾合三入蒸云,3713
𦈸,hwik,雨逼,曾合三入蒸云,3713
琙,hwik,雨逼,曾合三入蒸云,3713
緎,hwik,雨逼,曾合三入蒸云,3713
緎,xik,況逼,曾合三入蒸曉,3714
䮙,hwik,雨逼,曾合三入蒸云,3713
魊,hwik,雨逼,曾合三入蒸云,3713
淢,hwik,雨逼,曾合三入蒸云,3713
淢,xik,況逼,曾合三入蒸曉,3714
𦱂,hwik,雨逼,曾合三入蒸云,3713
洫,xik,況逼,曾合三入蒸曉,3714
䦗,xik,況逼,曾合三入蒸曉,3714
閾,xik,況逼,曾合三入蒸曉,3714
𨵨,xik,況逼,曾合三入蒸曉,3714
𦑍,xik,況逼,曾合三入蒸曉,3714
𠷾,xik,況逼,曾合三入蒸曉,3714
𧹭,xik,況逼,曾合三入蒸曉,3714
堛,phik,芳逼,曾開三入蒸滂,3715
愊,phik,芳逼,曾開三入蒸滂,3715
𤗚,phik,芳逼,曾開三入蒸滂,3715
𤗚,bik,符逼,曾開三入蒸並,3717
𩜰,phik,芳逼,曾開三入蒸滂,3715
揊,phik,芳逼,曾開三入蒸滂,3715
稫,phik,芳逼,曾開三入蒸滂,3715
䦼,phik,芳逼,曾開三入蒸滂,3715
𢾇,phik,芳逼,曾開三入蒸滂,3715
㽬,phik,芳逼,曾開三入蒸滂,3715
疈,phik,芳逼,曾開三入蒸滂,3715
稄,tsrik,阻力,曾開三入蒸莊,3716
𥟔,tsrik,阻力,曾開三入蒸莊,3716
𣅔,tsrik,阻力,曾開三入蒸莊,3716
昃,tsrik,阻力,曾開三入蒸莊,3716
𢯩,tsrik,阻力,曾開三入蒸莊,3716
𢯩,dzik,秦力,曾開三入蒸從,3719
仄,tsrik,阻力,曾開三入蒸莊,3716
𣅦,tsrik,阻力,曾開三入蒸莊,3716
㳁,tsrik,阻力,曾開三入蒸莊,3716
側,tsrik,阻力,曾開三入蒸莊,3716
𠨮,tsrik,阻力,曾開三入蒸莊,3716
愎,bik,符逼,曾開三入蒸並,3717
腷,bik,符逼,曾開三入蒸並,3717
𤐧,bik,符逼,曾開三入蒸並,3717
𥻅,bik,符逼,曾開三入蒸並,3717
𡮞,trik,丁力,曾開三入蒸知,3720
𣮊,trik,丁力,曾開三入蒸知,3720
𢕚,trik,丁力,曾開三入蒸知,3720
䁇,mik,亡逼,曾開三入蒸明,3721
䁇,mok,莫北,曾開一入登明,3729
𦔫,tsyhik,昌力,曾開三入蒸昌,3722
德,tok,多則,曾開一入登端,3723
惪,tok,多則,曾開一入登端,3723
㥁,tok,多則,曾開一入登端,3723
得,tok,多則,曾開一入登端,3723
淂,tok,多則,曾開一入登端,3723
𨁽,tok,多則,曾開一入登端,3723
𣌏,tok,多則,曾開一入登端,3723
𠮊,tok,多則,曾開一入登端,3723
則,tsok,子德,曾開一入登精,3724
𠟻,tsok,子德,曾開一入登精,3724
𠟭,tsok,子德,曾開一入登精,3724
勒,lok,盧則,曾開一入登來,3725
肋,lok,盧則,曾開一入登來,3725
扐,lok,盧則,曾開一入登來,3725
艻,lok,盧則,曾開一入登來,3725
𤨕,lok,盧則,曾開一入登來,3725
玏,lok,盧則,曾開一入登來,3725
㔹,lok,盧則,曾開一入登來,3725
阞,lok,盧則,曾開一入登來,3725
竻,lok,盧則,曾開一入登來,3725
鰳,lok,盧則,曾開一入登來,3725
刻,khok,苦得,曾開一入登溪,3726
克,khok,苦得,曾開一入登溪,3726
剋,khok,苦得,曾開一入登溪,3726
勀,khok,苦得,曾開一入登溪,3726
勊,khok,苦得,曾開一入登溪,3726
𡞢,khok,苦得,曾開一入登溪,3726
娔,khok,苦得,曾開一入登溪,3726
特,dok,徒得,曾開一入登定,3727
貣,dok,徒得,曾開一入登定,3727
貣,thok,他德,曾開一入登透,4013
𧈩,dok,徒得,曾開一入登定,3727
𧎢,dok,徒得,曾開一入登定,3727
𤙰,dok,徒得,曾開一入登定,3727
鴏,dok,徒得,曾開一入登定,3727
黑,xok,呼北,曾開一入登曉,3728
嘿,xok,呼北,曾開一入登曉,3728
潶,xok,呼北,曾開一入登曉,3728
㱄,xok,呼北,曾開一入登曉,3728
墨,mok,莫北,曾開一入登明,3729
默,mok,莫北,曾開一入登明,3729
䘃,mok,莫北,曾開一入登明,3729
纆,mok,莫北,曾開一入登明,3729
𢄏,mok,莫北,曾開一入登明,3729
𡣫,mok,莫北,曾開一入登明,3729
䁿,mok,莫北,曾開一入登明,3729
𤲰,mok,莫北,曾開一入登明,3729
賊,dzok,昨則,曾開一入登從,3730
𧵪,dzok,昨則,曾開一入登從,3730
鱡,dzok,昨則,曾開一入登從,3730
鰂,dzok,昨則,曾開一入登從,3730
𧒿,dzok,昨則,曾開一入登從,3730
𦽒,dzok,昨則,曾開一入登從,3730
𡫼,sok,蘇則,曾開一入登心,3731
㥶,sok,蘇則,曾開一入登心,3731
𢥛,sok,蘇則,曾開一入登心,3731
北,pok,博墨,曾開一入登幫,3732
𧉥,pok,博墨,曾開一入登幫,3732
蔔,bok,蒲北,曾開一入登並,3733
僰,bok,蒲北,曾開一入登並,3733
𠣵,bok,蒲北,曾開一入登並,3733
垘,bok,蒲北,曾開一入登並,3733
䵗,bok,蒲北,曾開一入登並,3733
𧟱,bok,蒲北,曾開一入登並,3733
𢫯,bok,蒲北,曾開一入登並,3733
或,hwok,胡國,曾合一入登匣,3734
惑,hwok,胡國,曾合一入登匣,3734
䰥,hwok,胡國,曾合一入登匣,3734
𡿿,hwok,胡國,曾合一入登匣,3734
國,kwok,古或,曾合一入登見,3735
餩,'ok,愛黑,曾開一入登影,3736
䘅,nok,奴勒,曾開一入登泥,3738
䎪,nok,奴勒,曾開一入登泥,3738
裓,kok,古得,曾開一入登見,3739
𢧧,kok,古得,曾開一入登見,3739
墄,tshok,七則,曾開一入登清,3740
𧕡,phok,匹北,曾開一入登滂,3741
𠣾,phok,匹北,曾開一入登滂,3741
𢃤,xwok,呼或,曾合一入登曉,3742
𥇙,xwok,呼或,曾合一入登曉,3742
緝,tship,七入,深開三入侵清,3743
葺,tship,七入,深開三入侵清,3743
葺,tsip,子入,深開三入侵精,3751
諿,tship,七入,深開三入侵清,3743
𧚨,tship,七入,深開三入侵清,3743
𧚨,tsip,子入,深開三入侵精,3751
𪔪,tship,七入,深開三入侵清,3743
咠,tship,七入,深開三入侵清,3743
咠,tsip,子入,深開三入侵精,3751
十,dzyip,是執,深開三入侵常,3744
什,dzyip,是執,深開三入侵常,3744
褶,dzyip,是執,深開三入侵常,3744
褶,zip,似入,深開三入侵邪,3746
褶,dep,徒協,咸開四入添定,3830
拾,dzyip,是執,深開三入侵常,3744
執,tsyip,之入,深開三入侵章,3745
汁,tsyip,之入,深開三入侵章,3745
瓡,tsyip,之入,深開三入侵章,3745
慹,tsyip,之入,深開三入侵章,3745
慹,dzip,秦入,深開三入侵從,3747
慹,tsyep,之涉,咸開三入鹽章,3816
慹,nep,奴協,咸開四入添泥,3831
習,zip,似入,深開三入侵邪,3746
襲,zip,似入,深開三入侵邪,3746
隰,zip,似入,深開三入侵邪,3746
鰼,zip,似入,深開三入侵邪,3746
騽,zip,似入,深開三入侵邪,3746
騽,hjwip,爲立,深開三入侵云,3765
飁,zip,似入,深開三入侵邪,3746
槢,zip,似入,深開三入侵邪,3746
𪄶,zip,似入,深開三入侵邪,3746
𦸚,zip,似入,深開三入侵邪,3746
䒁,zip,似入,深開三入侵邪,3746
霫,zip,似入,深開三入侵邪,3746
霫,sip,先立,深開三入侵心,3759
集,dzip,秦入,深開三入侵從,3747
輯,dzip,秦入,深開三入侵從,3747
檝,dzip,秦入,深開三入侵從,3747
檝,tsjep,即葉,咸開三入鹽精,3806
亼,dzip,秦入,深開三入侵從,3747
𠦫,dzip,秦入,深開三入侵從,3747
𦺴,dzip,秦入,深開三入侵從,3747
鏶,dzip,秦入,深開三入侵從,3747
鏶,tshjep,七接,咸開三入鹽清,3817
箿,dzip,秦入,深開三入侵從,3747
入,nyip,人執,深開三入侵日,3748
廿,nyip,人執,深開三入侵日,3748
揖,'jip,伊入,深開三入侵影,3749
挹,'jip,伊入,深開三入侵影,3749
挹,'ip,於汲,深開三入侵影,3763
溼,syip,失入,深開三入侵書,3750
濕,syip,失入,深開三入侵書,3750
濕,thop,他合,咸開一入覃透,3778
䏉,syip,失入,深開三入侵書,3750
㗱,tsip,子入,深開三入侵精,3751
湒,tsip,子入,深開三入侵精,3751
潗,tsip,子入,深開三入侵精,3751
䌖,tsip,子入,深開三入侵精,3751
䌖,dzjep,疾葉,咸開三入鹽從,3810
㠍,tsip,子入,深開三入侵精,3751
蓻,tsip,子入,深開三入侵精,3751
䁒,tsip,子入,深開三入侵精,3751
𥠋,tsip,子入,深開三入侵精,3751
及,gip,其立,深開三入侵群,3752
𨕤,gip,其立,深開三入侵群,3752
𦶍,gip,其立,深開三入侵群,3752
苙,gip,其立,深開三入侵群,3752
苙,lip,力入,深開三入侵來,3755
䲯,gip,其立,深開三入侵群,3752
笈,gip,其立,深開三入侵群,3752
笈,gjep,其輒,咸開三入鹽群,3819
笈,tsrheap,楚洽,咸開二入咸初,3844
笈,gjaep,巨業,咸開三入嚴群,3864
㧀,gip,其立,深開三入侵群,3752
蟄,drip,直立,深開三入侵澄,3753
䐲,drip,直立,深開三入侵澄,3753
俋,drip,直立,深開三入侵澄,3753
㙷,drip,直立,深開三入侵澄,3753
㙷,drjep,直葉,咸開三入鹽澄,3811
㞏,drip,直立,深開三入侵澄,3753
譶,drip,直立,深開三入侵澄,3753
譶,dop,徒合,咸開一入覃定,3777
縶,trip,陟立,深開三入侵知,3754
𩢏,trip,陟立,深開三入侵知,3754
𡂣,trip,陟立,深開三入侵知,3754
