Character,Transcription,Fanqie,Sixtuple,Reference
嘶,sej,先稽,蟹開四平齊心,308
撕,sej,先稽,蟹開四平齊心,308
㯕,sej,先稽,蟹開四平齊心,308
屖,sej,先稽,蟹開四平齊心,308
𧬊,sej,先稽,蟹開四平齊心,308
樨,sej,先稽,蟹開四平齊心,308
粞,sej,先稽,蟹開四平齊心,308
粞,soj,蘇來,蟹開一平咍心,395
𠞂,sej,先稽,蟹開四平齊心,308
梯,thej,土雞,蟹開四平齊透,309
睇,thej,土雞,蟹開四平齊透,309
睇,dejH,特計,蟹開四去齊定,2365
鷈,thej,土雞,蟹開四平齊透,309
𠥸,thej,土雞,蟹開四平齊透,309
㔸,thej,土雞,蟹開四平齊透,309
𨁃,thej,土雞,蟹開四平齊透,309
𩤽,thej,土雞,蟹開四平齊透,309
鼙,bej,部迷,蟹開四平齊並,310
崥,bej,部迷,蟹開四平齊並,310
崥,pjeX,并弭,止開三上支幫,1225
㼰,bej,部迷,蟹開四平齊並,310
笓,bej,部迷,蟹開四平齊並,310
磇,phej,匹迷,蟹開四平齊滂,311
砒,phej,匹迷,蟹開四平齊滂,311
𠜱,phej,匹迷,蟹開四平齊滂,311
𪄆,phej,匹迷,蟹開四平齊滂,311
批,phej,匹迷,蟹開四平齊滂,311
賷,tsej,祖稽,蟹開四平齊精,312
𩐒,tsej,祖稽,蟹開四平齊精,312
齏,tsej,祖稽,蟹開四平齊精,312
櫅,tsej,祖稽,蟹開四平齊精,312
䂑,tsej,祖稽,蟹開四平齊精,312
擠,tsej,祖稽,蟹開四平齊精,312
擠,tsejH,子計,蟹開四去齊精,2361
躋,tsej,祖稽,蟹開四平齊精,312
躋,tsejH,子計,蟹開四去齊精,2361
隮,tsej,祖稽,蟹開四平齊精,312
隮,tsejH,子計,蟹開四去齊精,2361
𢥎,tsej,祖稽,蟹開四平齊精,312
啙,tsej,祖稽,蟹開四平齊精,312
啙,tsjeX,將此,止開三上支精,1231
虀,tsej,祖稽,蟹開四平齊精,312
迷,mej,莫兮,蟹開四平齊明,313
𡝠,mej,莫兮,蟹開四平齊明,313
䤍,mej,莫兮,蟹開四平齊明,313
麛,mej,莫兮,蟹開四平齊明,313
𧠠,mej,莫兮,蟹開四平齊明,313
𪓬,mej,莫兮,蟹開四平齊明,313
泥,nej,奴低,蟹開四平齊泥,314
泥,nejH,奴計,蟹開四去齊泥,2381
埿,nej,奴低,蟹開四平齊泥,314
埿,nejH,奴計,蟹開四去齊泥,2381
埿,baemH,蒲鑑,咸開二去銜並,3172
屔,nej,奴低,蟹開四平齊泥,314
臡,nej,奴低,蟹開四平齊泥,314
臡,nyej,人兮,蟹開四平齊日,319
臡,na,諾何,果開一平歌泥,734
谿,khej,苦奚,蟹開四平齊溪,315
嵠,khej,苦奚,蟹開四平齊溪,315
溪,khej,苦奚,蟹開四平齊溪,315
磎,khej,苦奚,蟹開四平齊溪,315
鸂,khej,苦奚,蟹開四平齊溪,315
檕,khej,苦奚,蟹開四平齊溪,315
檕,kejH,古詣,蟹開四去齊見,2369
𤳤,khej,苦奚,蟹開四平齊溪,315
圭,kwej,古攜,蟹合四平齊見,316
珪,kwej,古攜,蟹合四平齊見,316
邽,kwej,古攜,蟹合四平齊見,316
閨,kwej,古攜,蟹合四平齊見,316
袿,kwej,古攜,蟹合四平齊見,316
窐,kwej,古攜,蟹合四平齊見,316
窐,hwej,戸圭,蟹合四平齊匣,318
鮭,kwej,古攜,蟹合四平齊見,316
鮭,khwej,苦圭,蟹合四平齊溪,317
鮭,hea,戸佳,蟹開二平佳匣,324
𪊧,kwej,古攜,蟹合四平齊見,316
洼,kwej,古攜,蟹合四平齊見,316
洼,'ea,於佳,蟹開二平佳影,334
洼,'weaj,乙皆,蟹合二平皆影,353
洼,'wae,烏瓜,假合二平麻影,790
𨾴,kwej,古攜,蟹合四平齊見,316
𡌲,kwej,古攜,蟹合四平齊見,316
𦓯,kwej,古攜,蟹合四平齊見,316
㰪,kwej,古攜,蟹合四平齊見,316
㰪,'ea,於佳,蟹開二平佳影,334
茥,kwej,古攜,蟹合四平齊見,316
茥,khwej,苦圭,蟹合四平齊溪,317
睽,khwej,苦圭,蟹合四平齊溪,317
奎,khwej,苦圭,蟹合四平齊溪,317
湀,khwej,苦圭,蟹合四平齊溪,317
湀,gjwijX,求癸,止合三上脂群,1268
湀,kjwijX,居誄,止合三上脂見,1271
湀,khwet,苦穴,山合四入先溪,3470
刲,khwej,苦圭,蟹合四平齊溪,317
𠝥,khwej,苦圭,蟹合四平齊溪,317
䯓,khwej,苦圭,蟹合四平齊溪,317
聧,khwej,苦圭,蟹合四平齊溪,317
䖯,khwej,苦圭,蟹合四平齊溪,317
蝰,khwej,苦圭,蟹合四平齊溪,317
㨒,khwej,苦圭,蟹合四平齊溪,317
楏,khwej,苦圭,蟹合四平齊溪,317
藈,khwej,苦圭,蟹合四平齊溪,317
𡐠,khwej,苦圭,蟹合四平齊溪,317
𡐠,kweaX,乖買,蟹合二上佳見,1419
𡐠,kweaH,古賣,蟹合二去佳見,2452
暌,khwej,苦圭,蟹合四平齊溪,317
攜,hwej,戸圭,蟹合四平齊匣,318
携,hwej,戸圭,蟹合四平齊匣,318
𩰳,hwej,戸圭,蟹合四平齊匣,318
畦,hwej,戸圭,蟹合四平齊匣,318
驨,hwej,戸圭,蟹合四平齊匣,318
𪈥,hwej,戸圭,蟹合四平齊匣,318
雟,hwej,戸圭,蟹合四平齊匣,318
酅,hwej,戸圭,蟹合四平齊匣,318
𢥘,hwej,戸圭,蟹合四平齊匣,318
𦋅,hwej,戸圭,蟹合四平齊匣,318
𣫴,hwej,戸圭,蟹合四平齊匣,318
𡸔,hwej,戸圭,蟹合四平齊匣,318
讗,hwej,戸圭,蟹合四平齊匣,318
讗,kweak,古獲,梗合二入耕見,3626
㔒,hwej,戸圭,蟹合四平齊匣,318
䙵,hwej,戸圭,蟹合四平齊匣,318
黊,hwej,戸圭,蟹合四平齊匣,318
黊,hwaeX,胡瓦,假合二上麻匣,1784
黊,hweaH,胡卦,蟹合二去佳匣,2456
𡰢,hwej,戸圭,蟹合四平齊匣,318
䀘,hwej,戸圭,蟹合四平齊匣,318
烓,'wej,烏攜,蟹合四平齊影,321
烓,khwengX,口迥,梗合四上青溪,1911
𧟼,'wej,烏攜,蟹合四平齊影,321
𤮰,'wej,烏攜,蟹合四平齊影,321
睳,xwej,呼攜,蟹合四平齊曉,322
佳,kea,古膎,蟹開二平佳見,323
街,kea,古膎,蟹開二平佳見,323
街,keaj,古諧,蟹開二平皆見,340
㥟,hea,戸佳,蟹開二平佳匣,324
慀,hea,戸佳,蟹開二平佳匣,324
慀,hejH,胡計,蟹開四去齊匣,2370
膎,hea,戸佳,蟹開二平佳匣,324
鞵,hea,戸佳,蟹開二平佳匣,324
鞋,hea,戸佳,蟹開二平佳匣,324
鞋,heaj,戸皆,蟹開二平皆匣,342
㨙,hea,戸佳,蟹開二平佳匣,324
㨙,hejH,胡計,蟹開四去齊匣,2370
䙎,hea,戸佳,蟹開二平佳匣,324
牌,bea,薄佳,蟹開二平佳並,325
牌,beaj,步皆,蟹開二平皆並,343
棑,bea,薄佳,蟹開二平佳並,325
棑,beajH,蒲拜,蟹開二去皆並,2483
䱝,bea,薄佳,蟹開二平佳並,325
𥱼,bea,薄佳,蟹開二平佳並,325
媧,kwea,古娃,蟹合二平佳見,326
媧,kwae,古華,假合二平麻見,774
緺,kwea,古娃,蟹合二平佳見,326
緺,kwa,古禾,果合一平戈見,739
緺,kwae,古華,假合二平麻見,774
蝸,kwea,古娃,蟹合二平佳見,326
蝸,kwa,古禾,果合一平戈見,739
蝸,kwae,古華,假合二平麻見,774
𧬭,kwea,古娃,蟹合二平佳見,326
腡,kwea,古娃,蟹合二平佳見,326
腡,lwa,落戈,果合一平戈來,749
騧,kwea,古娃,蟹合二平佳見,326
騧,kwae,古華,假合二平麻見,774
歄,kwea,古娃,蟹合二平佳見,326
蛙,'wea,烏媧,蟹合二平佳影,327
蛙,'wae,烏瓜,假合二平麻影,790
鼃,'wea,烏媧,蟹合二平佳影,327
鼃,hwea,戸媧,蟹合二平佳匣,339
咼,khwea,苦緺,蟹合二平佳溪,328
喎,khwea,苦緺,蟹合二平佳溪,328
絓,khwea,苦緺,蟹合二平佳溪,328
絓,hweaH,胡卦,蟹合二去佳匣,2456
䓙,khwea,苦緺,蟹合二平佳溪,328
𦹬,khwea,苦緺,蟹合二平佳溪,328
䦱,khwea,苦緺,蟹合二平佳溪,328
䦱,hjweX,韋委,止合三上支云,1216
柴,dzrea,士佳,蟹開二平佳崇,329
祡,dzrea,士佳,蟹開二平佳崇,329
査,dzrea,士佳,蟹開二平佳崇,329
査,tsrae,側加,假開二平麻莊,786
査,dzrae,鉏加,假開二平麻崇,794
𪗶,dzrea,士佳,蟹開二平佳崇,329
㧘,dzrea,士佳,蟹開二平佳崇,329
㧘,gjeH,奇寄,止開三去支群,2165
㧘,dzjeH,疾智,止開三去支從,2170
㾹,dzrea,士佳,蟹開二平佳崇,329
㾹,dzreaH,士懈,蟹開二去佳崇,2462
釵,tsrhea,楚佳,蟹開二平佳初,330
叉,tsrhea,楚佳,蟹開二平佳初,330
叉,tsrhae,初加,假開二平麻初,783
靫,tsrhea,楚佳,蟹開二平佳初,330
靫,tsrhae,初加,假開二平麻初,783
𩑐,tsrhea,楚佳,蟹開二平佳初,330
㼮,tsrhea,楚佳,蟹開二平佳初,330
䐤,tsrhea,楚佳,蟹開二平佳初,330
䐤,tsrhae,初加,假開二平麻初,783
𠞊,tsrhea,楚佳,蟹開二平佳初,330
𠞊,tsrhae,初加,假開二平麻初,783
芆,tsrhea,楚佳,蟹開二平佳初,330
竵,xwea,火媧,蟹合二平佳曉,331
歪,xwea,火媧,蟹合二平佳曉,331
𦶎,xwea,火媧,蟹合二平佳曉,331
𡁑,xwea,火媧,蟹合二平佳曉,331
𩝨,xwea,火媧,蟹合二平佳曉,331
䍲,nrea,妳佳,蟹開二平佳娘,332
掜,nrea,妳佳,蟹開二平佳娘,332
掜,ngejX,研啓,蟹開四上齊疑,1407
誽,nrea,妳佳,蟹開二平佳娘,332
猚,ngea,五佳,蟹開二平佳疑,333
猚,lwijX,力軌,止合三上脂來,1267
厓,ngea,五佳,蟹開二平佳疑,333
啀,ngea,五佳,蟹開二平佳疑,333
𪘲,ngea,五佳,蟹開二平佳疑,333
𩂢,ngea,五佳,蟹開二平佳疑,333
𩂢,ngeaj,擬皆,蟹開二平皆疑,359
𩂢,ngim,魚金,深開三平侵疑,1063
捱,ngea,五佳,蟹開二平佳疑,333
娃,'ea,於佳,蟹開二平佳影,334
哇,'ea,於佳,蟹開二平佳影,334
哇,'wae,烏瓜,假合二平麻影,790
𠴺,'ea,於佳,蟹開二平佳影,334
崽,srea,山佳,蟹開二平佳生,335
崽,sreaj,山皆,蟹開二平皆生,358
諰,srea,山佳,蟹開二平佳生,335
諰,siX,胥里,止開三上之心,1296
㗨,xea,火佳,蟹開二平佳曉,336
㰨,xea,火佳,蟹開二平佳曉,336
扠,trhea,丑佳,蟹開二平佳徹,337
䁲,mea,莫佳,蟹開二平佳明,338
𩍃,mea,莫佳,蟹開二平佳明,338
皆,keaj,古諧,蟹開二平皆見,340
偕,keaj,古諧,蟹開二平皆見,340
偕,heaj,戸皆,蟹開二平皆匣,342
䕸,keaj,古諧,蟹開二平皆見,340
䕸,heat,胡八,山開二入山匣,3423
稭,keaj,古諧,蟹開二平皆見,340
稭,keat,古黠,山開二入山見,3434
喈,keaj,古諧,蟹開二平皆見,340
階,keaj,古諧,蟹開二平皆見,340
𦝨,keaj,古諧,蟹開二平皆見,340
薢,keaj,古諧,蟹開二平皆見,340
薢,keaX,佳買,蟹開二上佳見,1417
薢,keaH,古隘,蟹開二去佳見,2453
荄,keaj,古諧,蟹開二平皆見,340
荄,koj,古哀,蟹開一平咍見,387
堦,keaj,古諧,蟹開二平皆見,340
楷,keaj,古諧,蟹開二平皆見,340
楷,kheajX,苦駭,蟹開二上皆溪,1425
痎,keaj,古諧,蟹開二平皆見,340
鶛,keaj,古諧,蟹開二平皆見,340
湝,keaj,古諧,蟹開二平皆見,340
湝,heaj,戸皆,蟹開二平皆匣,342
𤭧,keaj,古諧,蟹開二平皆見,340
𩘅,keaj,古諧,蟹開二平皆見,340
蝔,keaj,古諧,蟹開二平皆見,340
蝔,heaj,戸皆,蟹開二平皆匣,342
鍇,keaj,古諧,蟹開二平皆見,340
鍇,kheajX,苦駭,蟹開二上皆溪,1425
𢰇,'eaj,乙諧,蟹開二平皆影,341
諧,heaj,戸皆,蟹開二平皆匣,342
骸,heaj,戸皆,蟹開二平皆匣,342
𩤠,heaj,戸皆,蟹開二平皆匣,342
瑎,heaj,戸皆,蟹開二平皆匣,342
龤,heaj,戸皆,蟹開二平皆匣,342
䓳,heaj,戸皆,蟹開二平皆匣,342
排,beaj,步皆,蟹開二平皆並,343
俳,beaj,步皆,蟹開二平皆並,343
輫,beaj,步皆,蟹開二平皆並,343
輫,bwoj,薄回,蟹合一平灰並,376
猈,beaj,步皆,蟹開二平皆並,343
猈,beaX,薄蟹,蟹開二上佳並,1414
𩑢,beaj,步皆,蟹開二平皆並,343
𩑢,bwoj,薄回,蟹合一平灰並,376
乖,kweaj,古懷,蟹合二平皆見,344
𦮃,kweaj,古懷,蟹合二平皆見,344
𠦬,kweaj,古懷,蟹合二平皆見,344
㾩,kweaj,古懷,蟹合二平皆見,344
𦫳,kweaj,古懷,蟹合二平皆見,344
懷,hweaj,戸乖,蟹合二平皆匣,345
褱,hweaj,戸乖,蟹合二平皆匣,345
櫰,hweaj,戸乖,蟹合二平皆匣,345
櫰,kwoj,公回,蟹合一平灰見,369
槐,hweaj,戸乖,蟹合二平皆匣,345
槐,hwoj,戸恢,蟹合一平灰匣,367
㜳,hweaj,戸乖,蟹合二平皆匣,345
𪊉,hweaj,戸乖,蟹合二平皆匣,345
𪊉,'weaj,乙皆,蟹合二平皆影,353
㠢,hweaj,戸乖,蟹合二平皆匣,345
𤜄,hweaj,戸乖,蟹合二平皆匣,345
淮,hweaj,戸乖,蟹合二平皆匣,345
褢,hweaj,戸乖,蟹合二平皆匣,345
𧞷,hweaj,戸乖,蟹合二平皆匣,345
瀤,hweaj,戸乖,蟹合二平皆匣,345
瀤,'weaj,乙皆,蟹合二平皆影,353
匯,khweaj,苦淮,蟹合二平皆溪,346
匯,hwojX,胡罪,蟹合一上灰匣,1435
㨤,khweaj,苦淮,蟹合二平皆溪,346
㔞,khweaj,苦淮,蟹合二平皆溪,346
豺,dzreaj,士皆,蟹開二平皆崇,347
儕,dzreaj,士皆,蟹開二平皆崇,347
𡺵,dzreaj,士皆,蟹開二平皆崇,347
䞗,tsrheaj,楚皆,蟹開二平皆初,348
䞗,tshoj,倉才,蟹開一平咍清,391
虺,xweaj,呼懷,蟹合二平皆曉,349
虺,xwoj,呼恢,蟹合一平灰曉,364
虺,xjwɨjX,許偉,止合三上微曉,1319
尵,drweaj,柱懷,蟹合二平皆澄,350
尵,dwoj,杜回,蟹合一平灰定,371
𩓬,drweaj,柱懷,蟹合二平皆澄,350
埋,meaj,莫皆,蟹開二平皆明,351
薶,meaj,莫皆,蟹開二平皆明,351
霾,meaj,莫皆,蟹開二平皆明,351
㦟,meaj,莫皆,蟹開二平皆明,351
齋,tsreaj,側皆,蟹開二平皆莊,352
崴,'weaj,乙皆,蟹合二平皆影,353
碨,'weaj,乙皆,蟹合二平皆影,353
碨,'wojX,烏賄,蟹合一上灰影,1429
䴜,'weaj,乙皆,蟹合二平皆影,353
溾,'weaj,乙皆,蟹合二平皆影,353
溾,hwojX,胡罪,蟹合一上灰匣,1435
𪘨,treaj,卓皆,蟹開二平皆知,354
唻,leaj,賴諧,蟹開二平皆來,355
唻,lojX,來改,蟹開一上咍來,1463
揩,kheaj,口皆,蟹開二平皆溪,356
揩,kheajH,苦戒,蟹開二去皆溪,2487
𦂄,kheaj,口皆,蟹開二平皆溪,356
𢔡,kheaj,口皆,蟹開二平皆溪,356
𥻄,kheaj,口皆,蟹開二平皆溪,356
摨,nreaj,諾皆,蟹開二平皆娘,357
𥳧,sreaj,山皆,蟹開二平皆生,358
娾,ngeaj,擬皆,蟹開二平皆疑,359
娾,ngeajX,五駭,蟹開二上皆疑,1426
搋,trheaj,丑皆,蟹開二平皆徹,360
𢓬,xeaj,喜皆,蟹開二平皆曉,361
䐯,lweaj,力懷,蟹合二平皆來,362
膗,dzrweaj,仕懷,蟹合二平皆崇,363
灰,xwoj,呼恢,蟹合一平灰曉,364
䖶,xwoj,呼恢,蟹合一平灰曉,364
鼽,xwoj,呼恢,蟹合一平灰曉,364
鼽,gjuw,巨鳩,流開三平尤群,1014
豗,xwoj,呼恢,蟹合一平灰曉,364
㾯,xwoj,呼恢,蟹合一平灰曉,364
恢,khwoj,苦回,蟹合一平灰溪,365
詼,khwoj,苦回,蟹合一平灰溪,365
悝,khwoj,苦回,蟹合一平灰溪,365
悝,liX,良士,止開三上之來,1295
魁,khwoj,苦回,蟹合一平灰溪,365
𥲖,khwoj,苦回,蟹合一平灰溪,365
㷇,khwoj,苦回,蟹合一平灰溪,365
顝,khwoj,苦回,蟹合一平灰溪,365
顝,khwojX,口猥,蟹合一上灰溪,1436
顝,khwot,苦骨,臻合一入魂溪,3382
盔,khwoj,苦回,蟹合一平灰溪,365
隈,'woj,烏恢,蟹合一平灰影,366
隈,'wojH,烏繢,蟹合一去灰影,2515
煨,'woj,烏恢,蟹合一平灰影,366
䋿,'woj,烏恢,蟹合一平灰影,366
渨,'woj,烏恢,蟹合一平灰影,366
椳,'woj,烏恢,蟹合一平灰影,366
偎,'woj,烏恢,蟹合一平灰影,366
𩗯,'woj,烏恢,蟹合一平灰影,366
揋,'woj,烏恢,蟹合一平灰影,366
𧤖,'woj,烏恢,蟹合一平灰影,366
葨,'woj,烏恢,蟹合一平灰影,366
鰃,'woj,烏恢,蟹合一平灰影,366
回,hwoj,戸恢,蟹合一平灰匣,367
洄,hwoj,戸恢,蟹合一平灰匣,367
迴,hwoj,戸恢,蟹合一平灰匣,367
迴,hwojH,胡對,蟹合一去灰匣,2518
徊,hwoj,戸恢,蟹合一平灰匣,367
瑰,hwoj,戸恢,蟹合一平灰匣,367
瑰,kwoj,公回,蟹合一平灰見,369
蚘,hwoj,戸恢,蟹合一平灰匣,367
蛔,hwoj,戸恢,蟹合一平灰匣,367
蛕,hwoj,戸恢,蟹合一平灰匣,367
蛕,xwojX,呼罪,蟹合一上灰曉,1428
佪,hwoj,戸恢,蟹合一平灰匣,367
烠,hwoj,戸恢,蟹合一平灰匣,367
𤜡,hwoj,戸恢,蟹合一平灰匣,367
𩢱,hwoj,戸恢,蟹合一平灰匣,367
茴,hwoj,戸恢,蟹合一平灰匣,367
枚,mwoj,莫杯,蟹合一平灰明,368
梅,mwoj,莫杯,蟹合一平灰明,368
媒,mwoj,莫杯,蟹合一平灰明,368
玫,mwoj,莫杯,蟹合一平灰明,368
煤,mwoj,莫杯,蟹合一平灰明,368
脢,mwoj,莫杯,蟹合一平灰明,368
脢,mwojH,莫佩,蟹合一去灰明,2509
脄,mwoj,莫杯,蟹合一平灰明,368
脄,mojX,莫亥,蟹開一上咍明,1456
脄,mojH,莫代,蟹開一去咍明,2528
腜,mwoj,莫杯,蟹合一平灰明,368
禖,mwoj,莫杯,蟹合一平灰明,368
䍙,mwoj,莫杯,蟹合一平灰明,368
䍙,mjuX,文甫,遇合三上虞明,1355
䍙,mwojH,莫佩,蟹合一去灰明,2509
莓,mwoj,莫杯,蟹合一平灰明,368
莓,mwojH,莫佩,蟹合一去灰明,2509
莓,mjuwH,亡救,流開三去尤明,3057
塺,mwoj,莫杯,蟹合一平灰明,368
塺,maH,摸卧,果合一去戈明,2842
鋂,mwoj,莫杯,蟹合一平灰明,368
䊈,mwoj,莫杯,蟹合一平灰明,368
䤂,mwoj,莫杯,蟹合一平灰明,368
傀,kwoj,公回,蟹合一平灰見,369
傀,khwojX,口猥,蟹合一上灰溪,1436
𤪿,kwoj,公回,蟹合一平灰見,369
𠐤,kwoj,公回,蟹合一平灰見,369
瓌,kwoj,公回,蟹合一平灰見,369
鞼,kwoj,公回,蟹合一平灰見,369
鞼,gwijH,求位,止合三去脂群,2205
膭,kwoj,公回,蟹合一平灰見,369
膭,hwojH,胡對,蟹合一去灰匣,2518
䐩,kwoj,公回,蟹合一平灰見,369
䐩,koj,古哀,蟹開一平咍見,387
䐩,khojX,苦亥,蟹開一上咍溪,1446
䕇,kwoj,公回,蟹合一平灰見,369
䕇,hwojX,胡罪,蟹合一上灰匣,1435
雷,lwoj,魯回,蟹合一平灰來,370
𩂩,lwoj,魯回,蟹合一平灰來,370
儡,lwoj,魯回,蟹合一平灰來,370
儡,lwojX,落猥,蟹合一上灰來,1430
㔣,lwoj,魯回,蟹合一平灰來,370
㔣,lwojH,盧對,蟹合一去灰來,2522
櫑,lwoj,魯回,蟹合一平灰來,370
櫑,lwojX,落猥,蟹合一上灰來,1430
罍,lwoj,魯回,蟹合一平灰來,370
鑘,lwoj,魯回,蟹合一平灰來,370
鑘,lwojX,落猥,蟹合一上灰來,1430
𦌵,lwoj,魯回,蟹合一平灰來,370
鐳,lwoj,魯回,蟹合一平灰來,370
𤮚,lwoj,魯回,蟹合一平灰來,370
畾,lwoj,魯回,蟹合一平灰來,370
轠,lwoj,魯回,蟹合一平灰來,370
轠,lwijX,力軌,止合三上脂來,1267
檑,lwoj,魯回,蟹合一平灰來,370
檑,lwojH,盧對,蟹合一去灰來,2522
穨,dwoj,杜回,蟹合一平灰定,371
頽,dwoj,杜回,蟹合一平灰定,371
頹,dwoj,杜回,蟹合一平灰定,371
㿉,dwoj,杜回,蟹合一平灰定,371
隤,dwoj,杜回,蟹合一平灰定,371
墤,dwoj,杜回,蟹合一平灰定,371
墤,khweajH,苦怪,蟹合二去皆溪,2478
㢈,dwoj,杜回,蟹合一平灰定,371
魋,dwoj,杜回,蟹合一平灰定,371
蘈,dwoj,杜回,蟹合一平灰定,371
𧮓,dwoj,杜回,蟹合一平灰定,371
𧝋,dwoj,杜回,蟹合一平灰定,371
蹪,dwoj,杜回,蟹合一平灰定,371
𤗴,dwoj,杜回,蟹合一平灰定,371
崔,tshwoj,倉回,蟹合一平灰清,372
崔,dzwoj,昨回,蟹合一平灰從,375
催,tshwoj,倉回,蟹合一平灰清,372
縗,tshwoj,倉回,蟹合一平灰清,372
𨻵,tshwoj,倉回,蟹合一平灰清,372
𢕘,tshwoj,倉回,蟹合一平灰清,372
𧽠,tshwoj,倉回,蟹合一平灰清,372
堆,twoj,都回,蟹合一平灰端,373
磓,twoj,都回,蟹合一平灰端,373
塠,twoj,都回,蟹合一平灰端,373
頧,twoj,都回,蟹合一平灰端,373
頧,twojX,都罪,蟹合一上灰端,1437
䭔,twoj,都回,蟹合一平灰端,373
鴭,twoj,都回,蟹合一平灰端,373
𠩰,twoj,都回,蟹合一平灰端,373
搥,twoj,都回,蟹合一平灰端,373
䜃,twoj,都回,蟹合一平灰端,373
嵟,twoj,都回,蟹合一平灰端,373
𩈜,twoj,都回,蟹合一平灰端,373
𠂤,twoj,都回,蟹合一平灰端,373
敦,twoj,都回,蟹合一平灰端,373
敦,twon,都昆,臻合一平魂端,490
敦,dwan,度官,山合一平桓定,528
敦,twonH,都困,臻合一去魂端,2611
𡏩,twoj,都回,蟹合一平灰端,373
𤗯,swoj,素回,蟹合一平灰心,374
挼,swoj,素回,蟹合一平灰心,374
毸,swoj,素回,蟹合一平灰心,374
蓑,swoj,素回,蟹合一平灰心,374
蓑,swa,蘇禾,果合一平戈心,742
摧,dzwoj,昨回,蟹合一平灰從,375
慛,dzwoj,昨回,蟹合一平灰從,375
槯,dzwoj,昨回,蟹合一平灰從,375
陪,bwoj,薄回,蟹合一平灰並,376
徘,bwoj,薄回,蟹合一平灰並,376
培,bwoj,薄回,蟹合一平灰並,376
培,buwX,蒲口,流開一上侯並,1957
𨛬,bwoj,薄回,蟹合一平灰並,376
䣙,bwoj,薄回,蟹合一平灰並,376
婄,bwoj,薄回,蟹合一平灰並,376
婄,buwX,蒲口,流開一上侯並,1957
婄,phuwX,普后,流開一上侯滂,1966
棓,bwoj,薄回,蟹合一平灰並,376
棓,bjuw,縛謀,流開三平尤並,1015
棓,baewngX,步項,江開二上江並,1194
毰,bwoj,薄回,蟹合一平灰並,376
𤗏,bwoj,薄回,蟹合一平灰並,376
𤗏,boj,扶來,蟹開一平咍並,392
賠,bwoj,薄回,蟹合一平灰並,376
杯,pwoj,布回,蟹合一平灰幫,377
桮,pwoj,布回,蟹合一平灰幫,377
盃,pwoj,布回,蟹合一平灰幫,377
肧,phwoj,芳杯,蟹合一平灰滂,378
肧,phjuw,匹尤,流開三平尤滂,1003
胚,phwoj,芳杯,蟹合一平灰滂,378
坯,phwoj,芳杯,蟹合一平灰滂,378
㾦,phwoj,芳杯,蟹合一平灰滂,378
醅,phwoj,芳杯,蟹合一平灰滂,378
醅,phjuw,匹尤,流開三平尤滂,1003
衃,phwoj,芳杯,蟹合一平灰滂,378
衃,phjuw,匹尤,流開三平尤滂,1003
𩵣,phwoj,芳杯,蟹合一平灰滂,378
𤬃,phwoj,芳杯,蟹合一平灰滂,378
抔,phwoj,芳杯,蟹合一平灰滂,378
抔,buw,薄侯,流開一平侯並,1031
鮠,ngwoj,五灰,蟹合一平灰疑,379
桅,ngwoj,五灰,蟹合一平灰疑,379
桅,kjweX,過委,止合三上支見,1208
嵬,ngwoj,五灰,蟹合一平灰疑,379
嵬,ngwojX,五罪,蟹合一上灰疑,1440
磑,ngwoj,五灰,蟹合一平灰疑,379
磑,ngwojH,五對,蟹合一去灰疑,2524
峞,ngwoj,五灰,蟹合一平灰疑,379
峞,ngwojX,五罪,蟹合一上灰疑,1440
阢,ngwoj,五灰,蟹合一平灰疑,379
𢅼,thwoj,他回,蟹合一平灰透,380
𢅼,nwoj,乃回,蟹合一平灰泥,381
𢅼,nanH,奴案,山開一去寒泥,2642
𨋱,thwoj,他回,蟹合一平灰透,380
㷟,thwoj,他回,蟹合一平灰透,380
藬,thwoj,他回,蟹合一平灰透,380
㞜,thwoj,他回,蟹合一平灰透,380
𨡌,nwoj,乃回,蟹合一平灰泥,381
脧,tswoj,臧回,蟹合一平灰精,382
䘒,tswoj,臧回,蟹合一平灰精,382
𡱥,tswoj,臧回,蟹合一平灰精,382
咍,xoj,呼來,蟹開一平咍曉,383
㾂,xoj,呼來,蟹開一平咍曉,383
𨸜,xoj,呼來,蟹開一平咍曉,383
開,khoj,苦哀,蟹開一平咍溪,384
㱾,khoj,苦哀,蟹開一平咍溪,384
侅,khoj,苦哀,蟹開一平咍溪,384
侅,koj,古哀,蟹開一平咍見,387
侅,heajX,侯楷,蟹開二上皆匣,1424
侅,hojX,胡改,蟹開一上咍匣,1451
㚊,khoj,苦哀,蟹開一平咍溪,384
奒,khoj,苦哀,蟹開一平咍溪,384
哀,'oj,烏開,蟹開一平咍影,385
埃,'oj,烏開,蟹開一平咍影,385
唉,'oj,烏開,蟹開一平咍影,385
唉,'eajX,於駭,蟹開二上皆影,1427
欸,'oj,烏開,蟹開一平咍影,385
欸,'ojX,於改,蟹開一上咍影,1459
欸,xeajH,許介,蟹開二去皆曉,2475
毐,'oj,烏開,蟹開一平咍影,385
毐,'ojX,於改,蟹開一上咍影,1459
臺,doj,徒哀,蟹開一平咍定,386
擡,doj,徒哀,蟹開一平咍定,386
抬,doj,徒哀,蟹開一平咍定,386
苔,doj,徒哀,蟹開一平咍定,386
炱,doj,徒哀,蟹開一平咍定,386
嬯,doj,徒哀,蟹開一平咍定,386
薹,doj,徒哀,蟹開一平咍定,386
